comment,author,date,like_count
"You mentioned something from the Philippines. <br><br>I bet that if this movie were to be set on  here, it will flop hard because the rich dont like criticism and the poor can&#39;t watch it.",Jan hib,2020-02-11T12:30:59Z,0
It did terrify me,Divya Raviraj,2020-02-11T12:08:39Z,0
who&#39;s here after this masterpiece won oscar best picture?,ecast naim,2020-02-11T11:51:12Z,56
"Im not even mad about the Filipino advertisement, fits right in the moral of the video. ^^",Jhudiel Gabriel Sabelino,2020-02-11T11:40:30Z,4
"Well, as a supporter of Capitalism (as just like Democracy, it&#39;s the best of the ... not so great choices) , this film and the seemingly sudden focus (that is somewhat warped) that it brings to the &#39;masses&#39; (of youtube &amp; other boards) discussions -- well , it&#39;s certainly been fascinating to say the least , as for me it&#39;s fun to see / read what the &quot;other side&quot; sees &amp; thinks .<br>But &#39;Parasite&#39; shouldn&#39;t terrify us . It should make us think , and it does that to a certain extent .",Robotrik1,2020-02-11T11:32:29Z,0
"Despite the pro-communist undertones, you at least grasped what Parasite was really about; the rich unknowingly exploiting the poor as the poor happily eploit the rich.",Vicious Zero,2020-02-11T10:55:59Z,0
"this is all pseudo intellectual bull shit, the movie is way over rated, joker is 10x better",Muff Johnson,2020-02-11T10:28:24Z,0
Saddest part is his son even can’t send that letter to his father,Saved by Mercy,2020-02-11T09:45:15Z,9352
no the saddest part is when jessica died,jelly acw,2020-04-01T11:16:01Z,2
@Zurc Arev I agree..it showed clearly..he will never be able to execute the plan,Rubisco Talks,2020-03-30T23:31:35Z,1
And his plan to buy the house would probably fail,Zurc Arev,2020-03-27T17:35:57Z,2
@T Moon i hated the wife i really think she deserved to die instead of the daughter,rennie,2020-03-01T19:55:31Z,1
"@Kanak Sikarwar From what I recall the girl from rich family donated all of her blood to save him, so she also sacrifices her self to save a man she loves.",Anuwat Termsrithong,2020-02-27T13:17:43Z,3
Amazing analysis 👏,Clover,2020-02-11T09:28:34Z,1
"Your critic of late capitalism is fine and dandy,I agree with most of it.And I do realise this video is about dissecting a movie. But please point to a viable alternative way of life, possibly in a later video. And please don&#39;t use Stalin&#39;s  USSR or Mao&#39;s China as a model. Those two didn&#39;t exactly bring equality to the differing classes. Me personally,I&#39;m  Hobbsian. Human nature precludes equality. So what&#39;s the answer?",James Gorham,2020-02-11T08:33:38Z,0
"I would say nature/ existence, in general, precludes equality. I saw this film as having that as its primary underlying message. I thought that this was going to be a more common take on the film until I started to view a bunch of the review and film analysis videos and the comment sections for them after I watched the film. Seems a lot of people fell for what I saw as intentional pro-sjw bait that was put in there to add further emphasis to the message of hopelessness and to add more meaning to the satire/ joke being expressed.",Destrobius,2020-02-13T06:24:11Z,1
"Man, didn&#39;t know there would be so many spoilers in this clip.",shinyam75,2020-02-11T08:14:45Z,0
Please gives come comments over foxconn that is located in Communist country. Total partiality to Capitalism alone!,Sathya Raj,2020-02-11T07:32:27Z,0
Interesting Film... No wonder this is Oscars Best Film of the year. First time in History a Foreign film got nominated and won the Oscar 2020!....can’t wait to rent this in either Redbox or Netflix 2 Competing Capitalistic Entity!!!😳😱😅😂😫🤣😊,DYNASTY6846,2020-02-11T07:26:50Z,0
"ugh its so sad and realisitc. after watching the movie i just thought that the sister could still be living and that disater could be avoided if they had just been fine with the kids and the dad working, if they didnt make the other lady leave, none of this would have happended. But then i realise that its a very cruel way to think, that if they just stayed in thier lane or wasnt so greedy it could have been avoided. But then its just a metahpor to not try and change your economic status. The poor shoudlnt be punished for trying to get higher in society.",Jennifer Ray,2020-02-11T07:21:19Z,1
This movie is the red pill. You would want to remain in ignorance.,Han,2020-02-11T07:17:21Z,352
"blissfully ignorant versus miserably aware.<br><br>these days, it&#39;s just miserable and ignorant.",rizza mae ong,2020-02-20T07:46:05Z,15
"All you needs to first love your job and learn something out of it. Once you start  you earnings, save it and plan for your next generation. Here in this movie, they got the job and misused it. I have no idea what capitalism in this movie has. Apple and foxconn, why no one questioning foxconn and its running government for poor perks to their employees.<br><br>Never jealous over rich and learn from it. We are in society, no one live without love and kindness, capitalism after all is one of economic modal of one society.",Sathya Raj,2020-02-11T06:50:43Z,0
I wanted to marry the actress who perform the sister,Nathan Drake,2020-02-11T06:40:35Z,1
Perfect case study for sociology,Snehal G.,2020-02-11T06:34:32Z,1
Yessss,Rizky Wijaksono,2020-02-12T15:50:14Z,0
"My daughter 19 years old, weeped during the scene of flooding in the basement.<br>She is the only one who likes horror films, hostile violent murder films.<br>Imagine, the impact of &quot;Parasite&quot;.<br>The story goes further than the name does.",Htun Oo,2020-02-11T05:48:19Z,10
"The movie is not about reality, but about fantasy.",Margad-Erdene Amgalanbaatar,2020-02-11T05:24:04Z,2
"God, I hate poor people.",Sean L,2020-02-11T05:16:38Z,0
"I feel like the daughter fit in because she was a sociopath to a degree, she didn&#39;t feel any moral conflict or even anger towards the Parks, instead seeing them as equals and perhaps even sharing their attitude towards the poor - as if her narcissism only allowed her to see herself as poor because of happenstance or plain old bad luck, all the while she was actually meant for so much more. Anyways, what a great analysis!",d a,2020-02-11T05:07:52Z,2
"I agree, but I viewed it more as the sister being slightly higher on (or maybe more keyed into the relevant aspects of) the sociopathic/ narcissistic spectrum than the other family perhaps were. I thought the main point there was that we&#39;re all caught up in this same game just coming from different positions on the ladder/ pyramid, and there are some who are just luckier or better suited to getting ahead in the game and/ or getting what they want out of it (whether they move up to a higher social status level on the ladder or not).",Destrobius,2020-02-13T06:42:41Z,1
this is the most informative and non wasting time at all parsite analyzing video ive ever seen. thank you for making this. i subcribed u. 훌륭한동영상,dog owner,2020-02-11T04:34:15Z,0
"I think both groups are equally parasitic and disappointing. Also, I feel obliged to point out that capitalism comes in many different shapes and sizes (e.g. Nordic model vs China&#39;s state capitalism), and thus this is critique of certain aspects of certain types of capitalism. As someone living in a mixed capitalist economy, with a relatively high rate of upward social mobility, some of your arguments are not as applicable to reality. Nonetheless, good analysis of the film.",vkmoose11,2020-02-11T04:04:14Z,1
"great break down, we average people work our asses off and compete against each other just to get a place to work for the rich, in order to, not to become rich, but not to become poor. and we average people, look up to the rich like they are gods, and we are honored to work for them in return of very little from them. rich people and capitalists are supposed to hate this film, but, what can, or will the poor do about it when they realize how the world works? nothing, we will do nothing but to continue to fight among ourselves,  to provide our labor to the rich...just like how so many people praise the film and talk about how amazing it is, but no one barely discuss the meaning and message of the film.<br>one question tho, how does the guy in basement know when to turn the lights up? how does he know when mr park arrives the stairs??",aa1944,2020-02-11T04:02:05Z,1
"I thought maybe he would be able to time it based on certain audible cues that he would get used to hearing that let him know when the previous home owner and now Mr Park had arrived/ had entered the house through that one door each time. Could have been anything from the sound of the car pulling up, the sound of the garage door opening/ closing, the sound of the gates/ doors opening/ closing and their accompanying security beeps or related. Maybe even footsteps on that particular staircase were loud enough to penetrate the thick basement ceiling/ walls? <br><br><br><br>He could have learned about all of these sounds and how to time them with the lights by testing everything out on his own/ with his wife when the previous owner was away and when the Parks were away and his wife would let him come up out of the basement during those times.",Destrobius,2020-02-13T07:01:37Z,0
Is this a horror movie?,Ebony,2020-02-11T03:47:03Z,0
No,cahpop,2020-02-11T13:15:00Z,0
Natawa ako biglang lumabas si Anne Curtis. 😂,Axis Quijano,2020-02-11T03:14:19Z,0
"East asian aspiration for whitness is not eurocentric; it&#39;s based in their own cultures valuing of paleness. That does not mean to say that it is good, rather that defining it as eurocenterism is evidence of your own eurocenterism. Also, to put so much emphasis on &quot;late stage capitalism&quot; is a bit dishonest when that culture (either South Korean or modern American) derives from an even more hierarchal system with far less economic mobility (more so in Korea than the U.S.A.). While I understand and enjoyed the movie; I think both it and your argument are dramatic and overly nihalistic in conclusion (for the movies case this could be said to be done for theatrical reasons).",mr. b,2020-02-11T02:49:52Z,0
"Hi there. I&#39;m half Indian. I&#39;ve seen a lot of comments like this saying that that Asian skin whitening has nothing to do with Eurocentric beauty standards. I made that statement in the video because there is absolutely no way you can make the argument that the aspiration for whiteness in Asian cultures is completely divorced from Eurocentrism. The colourism that exists in my culture/family has deep historical roots, but it is also very much entangled with a long history of colonialism and contemporary beauty standards. In addition, skin whitening does not just occur in Asia. As to your second critique, I am making an analysis based on what Bong presented to us in his movie - whether the nihilistic ending was for theatrical purposes or not. Perhaps we just differ in opinions there.",Broey Deschanel,2020-02-11T03:51:00Z,0
Why don’t the have nots just stop working for the haves. They don’t do it to be nice. The only reason they do it is because they are getting something back more valuable than their time. <br>If they are repulsed by the rich family they can remove themselves from that situation. The rich family are NOT the enemy in this story,Andrew,2020-02-11T00:50:37Z,0
"&quot;The situation&quot; is the system itself (and any/ all &#39;systems&#39; we humans have come up with so far), so I don&#39;t think either side will be removing themselves from it. How valuable is the time of have-nots? How valuable is your time?",Destrobius,2020-02-13T07:14:50Z,0
"This is the first movie, that makes me wanna puke. Yes I know there are movies out there that makes you wanna puke because of there grotesque but this one is different, it’s rather psychological, the atmosphere and plot alone emits a disgusting stench of human nature (greed). I don’t understand why that would happen to me. I couldn’t describe the feeling of seeing this movie. It makes me feel creeped out and disgusted, possibly a mixture of both.",John B,2020-02-11T00:43:46Z,137
Homosexuality My Dear Watson what was that short film? I need to see it,Mary Renee Arguelles,2020-02-25T06:38:03Z,1
There was one short film you should watch that had therapists at the first showing at a film festival. Apparently people had to leave early cause they couldn’t handle it,Homosexuality My Dear Watson,2020-02-17T02:44:52Z,2
Lol I thought I was the only one. I felt nauseated throughout the movie.,L Villarreal,2020-02-14T20:04:03Z,9
Kress You got it right. It’s the movie’s main theme.,John B,2020-02-14T17:59:59Z,0
There doesnt seem to show any greed. If there is something that is highlighted in the movie. It&#39;s ignorance for the rich and survival for the poor,KressHQ,2020-02-14T17:55:29Z,5
What a great video. Thank you for sharing this with the world. Subscribed!,MMA Storyline,2020-02-11T00:21:52Z,0
Luckily my house doesn&#39;t have a basement.,Ed XXIII,2020-02-10T23:53:05Z,1
"V XXIII to be fair it’s not really a basement, it’s a bunker. and the family don’t even know if  they have one, so...",21dzzz,2020-02-14T09:38:07Z,0
"Neoliberalism is the most successful from of fascism, both Republicans and Democrats are Neoliberals the only differences between them Is slightly different opinions and and wording  between them",josh scott,2020-02-10T23:04:41Z,0
Great analysis!! Insightful and true!,C K,2020-02-10T22:59:13Z,0
3 things makes it win oscar<br>1: slo-mo shots on right time <br>2: operah music throughout the movie <br>3: korean language,Reverse Thinker,2020-02-10T22:23:28Z,4
lmao I didn&#39;t even expect that filipino ad with anne curtis,Pipoy 1999,2020-02-10T22:11:41Z,2
"Amazing video, thank u",Vitta Riddle,2020-02-10T22:10:18Z,0
Great video. Your analysis of Parasite is terrific. I&#39;m gonna direct my friends here when they ask me why Parasite won Best Picture.,Matt,2020-02-10T21:49:06Z,3
"It&#39;s the leftists (communists) who have actually achieved Gramscian cultural hegemony and its a nightmare just waiting to enthrall us again. As Ronald Reagan said &quot; here we go again&quot; - I would apply that to the slick seduction of films like this that suggest Capitalism is bad but in the reality of life its - Communism, Fascism and Liberal Socialism (all totalitarian) where the most suffering exists.",Anthony Launey,2020-02-10T21:17:17Z,0
"But what if the point is that, yeah, capitalism is pretty shitty, but everything else is even shittier, so we&#39;re fucked - we&#39;re all parasites either way. This is my take on the film.",Destrobius,2020-02-13T07:19:39Z,0
The more you think about this movie the more you get out of it,卩ㄚ乙乙卂,2020-02-10T20:57:48Z,0
"I side with capitalism ,we as consumers choose to buy products based on the practise of companies if we refuse to buy products based on unfair practises they will have to change their practise in order to make money, and hard work doesn&#39;t always pay off because you can work hard but you also need to work smart in order to progress we have opportunities in our democratic countries that socialist countries don&#39;t and can&#39;t provide, look at Cuba people are starving and can&#39;t get fuel for cars but the only people who are living in wealth are politician&#39;s",Pouwhakaaro West,2020-02-10T20:55:57Z,1
"Typical Korean over the top drama or so called dark comedy...The only way this plot has any relevance is to reflect on the mental illnesses that exist in society. And of the panel of judges at these film confabs...<br><br>Get informed and do positive things, moreover know the difference between delusion and reality.<br><br>Hollywood &amp; Oscar has lost its relevance for sure when the best picture is a Korean movie done for $11m but had a box office of reported $135m plus and most Hollywood movies with good returns are animation cartoons...",Ava Yu,2020-02-10T20:43:44Z,1
"&quot;The greatest trick late capitalism ever pulled was convincing the world it didn&#39;t exist.&quot; That&#39;s a brilliant line. &lt;= Overwhelming response from your viewership. Obvious as the trick in Nolan&#39;s The Prestige: Are You Watching Closely?<br>Not to mention reality television smothering televised objectivity. Truth, science &amp; the Constitution has been my anchor for very long time. Getting walloped at this social-cultural juncture. =x= 0v0",Michael Duby,2020-02-10T20:34:14Z,0
"I love how everyone in the comment section is trying to sound so deep and awe-inspired when everything in the movie is just so simple lol. That’s the beauty of good storytelling. The more simple it is, the more people think the artist did way more thinking in their writing when really they just write what they know, and know naturally the underlying tones will blossom themselves.  reflect reality (and honestly people will overthink it. Especially in the new social media era where everyone is looking for a fresh new take they “observed”)",Halla,2020-02-10T20:16:48Z,17
The film was trying to poke fun at the over analyzers with the heavy handed fake-it-&#39;til-you-make-it/ phoniness themes. &quot;It&#39;s so metaphorical!&quot;,Destrobius,2020-02-13T07:31:07Z,4
"What&#39;s sad is that there is no form of system better for our society than capitalism. Of course, modern capitalism combines some elements of socialism as well through provision of various welfare benefits and other devices that act to more evenly level the playing field and soften the lower edge of society. However, social inequality will always remain, because we are all born unequally. What&#39;s also meaningful about this movie is that there is no real antagonist. It&#39;s not overtly a movie about the lower class revolting against the rich upper class. If anyone feels the movie was about that, that&#39;s a misunderstanding of the movie. It depicts the darkness of social inequality without necessarily condemning the winners of our capitalist society. The fact that there is really no one to blame or attack in the movie makes it even more tragic.",J Kim,2020-02-10T20:06:15Z,7
&quot;No one to blame but ourselves&quot;.,Destrobius,2020-02-13T08:06:51Z,0
Broey are you a DJ in 98.7?,Ram,2020-02-10T18:42:22Z,0
"To make the world more fair , only natural disaster can help to shape the world, mankind just cannot do this, and only god can help but not in mercy way, so sad!",kwokkeung chau,2020-02-10T17:36:41Z,0
I&#39;m not terrified at all.  I just wanna rip off some rich people.,Hero Hour,2020-02-10T17:35:08Z,0
well articulated!,☁️ sofia,2020-02-10T17:27:17Z,0
<b>RESPECT!</b>,N Truck,2020-02-10T17:03:14Z,0
meh - it might not be a perfect system but it&#39;s better than all the alternatives that have been tried throughout history,Jont Noneya,2020-02-10T16:07:14Z,1
"Better than a philosopher king? <br><br><br><br><br><br>I guess that would depend on his philosophy, though, huh?",Destrobius,2020-02-13T08:09:27Z,0
totally spoiler,First Last,2020-02-10T15:03:45Z,0
"I don&#39;t see the capitalism in this movie. All I see is greediness from the poor. If the son just being a good teacher, he earn much money and can marry the daughter of the rich yet he decide to take all his family to leech and ditch the other honest working driver and maid. If they agree to work with the old maid to keep his husband on the basement they still can live comfortable, yet they decide to ditch them too. <br><br>The",gal1h,2020-02-10T14:54:42Z,1
Yuck. It was gross scene when the girl removed her panties in the back seat of the car to accuse the driver for having sex with his gf in the car. I felt bad when the mother pushed the maid down stairs who died later of concussion. I never re watched it the movie. 😷. How come people root for this movie. It sends all the wrong message.,Shashi Bhushan,2020-02-10T13:43:27Z,0
That why we need communism,Gấm Vũ Thị,2020-02-10T13:35:43Z,0
@Pouwhakaaro West *r/whoooooosh,Gấm Vũ Thị,2020-02-11T01:14:44Z,0
I.... comunisim is awful and so is socialism,Pouwhakaaro West,2020-02-10T20:59:28Z,0
This movie made me question weather to keep people to work at my house.... I already have trust issues,just an INFIRED person,2020-02-10T12:51:21Z,0
"Your channel is brilliant and your writing here is as unflinching as Parasite itself in its accusation and criticism of capitalism, and the structures we collectively consent to. Thank you.",Leo K [Rogue],2020-02-10T10:50:42Z,0
"I wanna watch this movie,link pls?",마이배뷔,2020-02-10T09:39:09Z,0
Great dissection of the film!!,Abraham Hang,2020-02-10T08:44:28Z,0
Excellent analysis!! Thank you! ♥️,eskimointhisworld,2020-02-10T08:36:14Z,1
The scariest thing is how this just got best Picture and massive ovations from the people like on the Park family class level,El Noventero Equidistante,2020-02-10T08:30:34Z,9103
Why is that scary? The director is that class level yet he made that movie. Not all rich people are delusional.,bbbbbbbb,2020-12-21T16:58:39Z,1
THANK YOU!!! Its literally like they missed the entire fucking point lol. Rich Hollywood &quot;liberals&quot; love the movie because its a win for &quot;diversity&quot; something that is distinctly American when its actually criticizing their cushy lifestyles,erzuh,2020-07-24T06:31:47Z,1
we are all parasites I remember 44 years ago buying a t-shirt for £8 in a SALE now l can get one for £3 - £4 not in a sale.  Do we think in depth about the people and the conditions of the factories where this cheap clothing and other items are made?,Contrary Mary 2,2020-07-06T10:24:43Z,0
@Bolt From The Blue my professor said something great the other day-<br>&quot;The middle class is the most interesting class as they do not have the abandon of the rich neither the desperation of the poor&quot;<br>The upper class do not <i>care</i> <br>It&#39;s as simple as that,ਦੇਵਿ,2020-05-15T18:19:35Z,3
the irony!,strazniczkanocy,2020-04-22T12:24:31Z,0
This analysis might explain why Parasite is not just my favorite film of the year but my favorite of the decade. And I&#39;m pretty sure I&#39;m not alone in that latter thought,Tim Swartz,2020-02-10T08:00:06Z,9
"You forgot to mention how the elites love to make art criticisizing themselves, and then celebrating and analyzing it, as a form of self - justification.",cscran,2020-02-10T06:50:19Z,1740
RyanORourkelol he is just using his brain. Try to do so sometime,PinksInMyArea,2020-02-28T22:40:51Z,4
Art therapy,katphisH,2020-02-17T16:22:02Z,7
HOT TAKE!!!!,yxw,2020-02-16T09:40:52Z,2
"And how poor people take advantage of the gullibility of some rich for their advantages and justify themselves by saying “Oh dont mind them they are rich”, and “Oh dont mind that that’s how world work — we should do that to reattribute all the exploitation of the rich” and such exploitation ARE MOST OF TIME ARE PAID.",RE -O,2020-02-14T07:44:58Z,54
Pretty fucked up.,EddieMachetti,2020-02-13T10:22:09Z,35
<b>the anne curtis cameo though...</b>,Alvin Ace,2020-02-10T06:14:30Z,4
wow. this is so insightful and well-put together. amazing writing and editing!!,ansha,2020-02-10T04:07:06Z,0
Anne curtis popping out of nowhere got me shookt - thought I saw an ad lol,Chad Varquez,2020-02-10T03:51:34Z,11
"Andrew Yang&#39;s Vision of a universal basic income will show us all that the scarcity in this world that makes us fight each other is only a farce set up by the capitilistic rich. We can all benefit from our progress, and stop going after each other&#39;s throats",Bullbear seven,2020-02-09T22:56:34Z,4
"But someone has to grow/ slaughter/ package/ ship the food that people eat and build their shelters and transportation vessels and cell phones, etc, etc. Won&#39;t these low wage workers demand more money soon enough for the jobs they do (subsequently leading to higher prices for everything that the UBI is supposed to be able to help with) once they realize that so many of their workmates have started saying &quot;Fuck this, I&#39;m out, I don&#39;t have to put nearly as many hours into this job or even work at all anymore because now my universal basic income gives me enough to pay for nearly as much as this shitty job has allowed me to afford each month&quot;? <br><br><br><br>What happens when those low wage farm/ construction/ factory laborers no longer want to work as much as they used to or they simply decide that they don&#39;t need to work at all anymore because they were already used to getting by on less than what the UBI would promise them each month when it came to covering their food costs/ housing rental costs/ leisure item and activity costs, etc?",Destrobius,2020-02-13T08:29:20Z,0
"Yeah but 2 problems.    Yang is poling at less than 6%.       #2.  his idea will never work because in order for it to work you need to gut the entire god damn entitlement system, welfare, GONE.  Social Security, GONE.   VA Benefits, GONE.   Food Stamps, GONE.   &quot;you got 1,000 a month...live on that&quot;",Kiboe,2020-02-10T06:08:07Z,0
thank you for this video and your insight. you&#39;re amazing.,incyphe,2020-02-09T22:37:19Z,0
"<a href=""https://www.youtube.com/watch?v=zgAK-4kPTb8&amp;t=07m38s"">07:38</a> no, the movie doesn&#39;t show that (at the expense of)",Juan Iroquai,2020-02-09T21:38:51Z,0
Americans: NOOOOOO DONT DISRESPECT CAPITALISM,DEN - Drill Entertainment Network ,2020-02-09T19:12:00Z,120
@patrick fransiskus he&#39;s being sarcastic....,Birdman,2020-02-13T05:11:47Z,4
"This movie doesnt disrespect capitalism, it simply points out problems with capitalist societies. And by no means it supports socialism or communism. Ask the poor in the movies to live in north korea and they&#39;d be begging to be brought back to the south lol...",patrick fransiskus,2020-02-13T02:46:17Z,15
not rlly,lesbian critter [lgbtqia rights!!],2020-02-12T14:46:30Z,0
"While I respect your opinion on capitalism, I have to disagree. Your analysis was very thorough and thought provoking ,and you make some excellent points. However it’s been proven throughout history time and time again that communist countries have killed millions upon millions .  Communist  usually once in power throw away all pretending personas of serving the poor, and begin to pocket the wealth of the needy. While I don’t believe capitalism is perfect by any means, I think it’s the best thing we have right now. I think parasite points out many flaws in the system, however South Korea is a capitalist country ,on the border with a deeply communist dictatorship to the north.  So in this instance I don’t think the film is inherently anti capitalist, but simply pointing out many of its flaws",Kenshiro,2020-02-09T18:54:08Z,1
I am truly surprising you guys found out Bong jun-ho&#39;s crazy wit that we already knew 2 decades ago which he was totally deserved. Thank you.,RachellIillliliil,2020-02-09T18:39:04Z,0
Brilliant analysis..... Namaste from India 🇮🇳🇮🇳🇮🇳🇮🇳,Ashish,2020-02-09T16:59:23Z,1
the filipino commercials got me shookt. napakaweird makahanap ng commentary na merong pinoy presentation although it&#39;s conforming to foreign standards of beauty.,not really ash,2020-02-09T13:42:53Z,1
"It’s literally been so long since I watched a good video essay that I’d thought they’d gone the way of the dinosaur. Excellent work, this film is so sick",Valmar,2020-02-09T12:57:59Z,9
I love this analysis. Great stuff that have made me think of things I hadn&#39;t before. This movie has so many layers!,Felipe Gomes,2020-02-09T09:58:09Z,1
i really like this explanation. thank you.,Mz Az,2020-02-09T08:31:08Z,0
The dad dies. How does he survive in the basement; 564 years to buy the house?,LifeLearner45 Lloyd,2020-02-09T07:51:02Z,0
I love this video!,LifeLearner45 Lloyd,2020-02-09T07:46:51Z,1
Both groups (rich and poor) are parasites.,LifeLearner45 Lloyd,2020-02-09T07:42:36Z,0
Getting a lot of echo in your recording? Plosives pop a little too.,Karachi Slim,2020-02-09T03:57:25Z,0
"Why does no one understand that paying someone - and paying them well - to do a job for you is not leeching?! 🤦🏼‍♀️ It’s not intellectually honest to also call the parks parasites based on this point alone. Unpleasant, naive or stupid, yes. Parasitic? No.",Flora,2020-02-09T02:56:54Z,2
Who were the parasites in this film?,AploticMonk72,2020-02-11T03:06:18Z,0
"Flora i don&#39;t think it&#39;s the money aspect of the job, it&#39;s the 1. jobs themselves (essentially doing all the &quot;dirty work&quot; for the parks) and 2. the reliance on these people who have basically no choice but to do these jobs and the ignorance to that reliance.<br><br>unfortunately, we can&#39;t view things as single points when it comes to this movie, because everything is connected and influences each other. the parks can be considered parasites in a sense that rich people can only continue the life they have (that steady state/homeostasis) by using less fortunate people to hold it up, and how ironically, this perpetuates the vicious cycle of who really profits and who struggles to survive.",joan hong,2020-02-10T23:40:52Z,0
"That&#39;s the best analysis I saw about Parasite. Who is the real parasite here, when poor people only want to have the same status rich people already have. Now I see many points in this film I wasn&#39;t able to see before, thank you.",Clarice Treml,2020-02-09T02:53:12Z,0
Okaaay. I was not expecting a Filipino commercial in here.,micanikko,2020-02-09T00:43:17Z,3
What a great video...<br>I feel like i learnt something,Ashish Choudhary,2020-02-08T23:31:19Z,0
Great Analysis!! I didn&#39;t know about these terms that defines what we&#39;re experiencing!! 👍👍👍,Rose,2020-02-08T22:24:41Z,0
"While I loved the film, I don&#39;t particularly like how everyone is tearing into the very core of capitalism as if it isn&#39;t actually more beneficial to society as, lets say, communism. But while I feel strongly about that, that is not to say that capitalism doesn&#39;t triumph over communism in SOME of the worst ways; and that being harsh status difference that separates the rich from the poor. Most middle class people are likely to stay at their staus, but have a chance at becoming rich, while having a slim chance of landing in poverty, while most impoverished people are stuck. I feel like this movie did highlight why the impoverished suffer from being so stagnant, because while they may be skilled, their inability to afford school or (mostly) college can leave them where they are until someone along the line breaks off from the chain. <br><br>But again, I don&#39;t think it&#39;s black and white. Capitalism isn&#39;t inherently evil, but I don&#39;t believe there is such a thing as a perfect system either. Again though, as much as I am for capitalism, I feel like this movie did such a good job at pointing at many facets of economic status in society. Like, while there may not have been a middle class family in the mix, I do believe that Min, the friend who gave Ki-woo that tutoring job,  may have been the representation for that. I think it&#39;s safe to assume that he was that &#39;path&#39; for Ki-woo to reach higher, because as most middle class people, he has the opportunity to either stay where he is or become richer, and in this case he granted his friends entire family the chance to become higher just because of something simple as posing as a college tutor, which Ki-woo probably couldn&#39;t get into for whatever reasons (and this is just an assumption, but I&#39;m pretty sure that most colleges in Korea (I think) deeply scrutinize what school you came from to determine if you should be a student at their college. But feel free to correct me if I&#39;m wrong, I just often hear drama about &quot;you want to go to that school?! Won&#39;t college be hard to get into?&quot; kinda stuff.)",Phibie,2020-02-08T22:05:54Z,7
The best analysis on this film I’ve seen so far! Very insightful and well researched!,seidi143,2020-02-08T20:58:38Z,0
I loved the theme of the movie. And your explanations. Please suggest more content like this!,Sayan Bandyopadhyay,2020-02-08T18:02:24Z,0
"The funniest part of the movie for me is how the rich are assumed to be higher-up in terms of social darwinism, how you&#39;re trained to just assume that they&#39;re simply better people who deserve their positions and that they&#39;re definitely better and put in more labor than the lazy poor people, but in actuality it is the poor family that both out-labors the rich and out-smarts them. The poor are the alphas, the rich are the betas, and if their economic roles were reversed the Parks would probably starve in the streets.<br>I know a person who&#39;s deeply indoctrinated into the Capitalist mindset. It is never the fault of the corporation, or the business, it&#39;s always either the government or poor people, expect when the government helps the rich, then it&#39;s fine, but if it even thinks of helping the poor riots should break out in the streets. I know it should terrify me, but the fact that this person wouldn&#39;t get even a whiff of this message is hilarious to me. They are the basement dweller that&#39;s bashing their brains in like a trained dog in a vain attempt to please their superior, who they only assume is superior due to their status.<br>The movie&#39;s tone might change in the second half, but in a certain sense, it&#39;s still a comedy trough and trough.",Peasham,2020-02-08T17:24:43Z,71
"There&#39;s an Argentinian movie about the relationship of a rich woman and her housekeeper after an economic crisis makes the rich women lose her money. Her housekeeper also loses her livelihood, but she quickly adapts and is the rich woman who lost her status the one who truly strugles. [Dora is the name of the movie]",Majo Apaolaza,2020-02-25T15:04:23Z,0
great video!<br>I wish you had more subscribers!,Jeremy Taylor Francis Gleaves,2020-02-08T16:29:03Z,0
"When the rich man thinks that all of the lights in his house was powered by technology and it turns out that the man living in the banker was the one turning it on using his forehead..  and that &quot;RESPECT&quot; <br><br>And I&#39;d realized, in this community. Rich people are always the ruler and the poor are the slaves",3 Dollah Chain,2020-02-08T15:55:56Z,1160
@Sathya Raj Thank you somebody with sense... people dont realize life is short if you wanna so can&#39;t blame people to what they want and aim high... not everyone wants to be humble and poor... assuming that all rich people are spoiled and evil is just stupid... you have disgusting poor ppl who rob and hurt ppl just cause most of them are so lazy that they steal from other ppl... so yeah I Dont hate rich ppl I&#39;d like to be rich one day... so would 1000s of other ppl just need to put in work,Crowned,2020-02-25T23:58:25Z,0
It gave him a purpouse in life.,comediavietii,2020-02-24T14:08:57Z,0
@utkarsh singh all the quora answers are old. The present situation is Capitalism as we are opening to foreign investors but due to our socialist links we have adopted crony capitalism ambanis Adanis preferred over BSNL LIC SBI,Sangram Jagtap,2020-02-24T12:58:00Z,0
@Sangram Jagtap I don&#39;t understand hindi,utkarsh singh,2020-02-24T12:47:07Z,0
@utkarsh singh Bhai sab purane answers hai.<br>BSNL LIC is being disinvested <br>Ambani Adani Shah getting contracts.<br>Socialism Congress k time tha,Sangram Jagtap,2020-02-24T12:41:06Z,0
Amazing explanation. I expect more such explanation of our society and culture,Rohan Sharma,2020-02-08T15:35:55Z,0
"You know what the poor family could have done? They probably could have weaseled their way into the heart of the family. Make them care about them/ pity them then once they had the park&#39;s pity and sympathy I&#39;m sure the rich would have moved them voluntarily to another part of town (they are rich enough to do that) and the poor people&#39;s lives would have gotten better and improved then the poor could have helped the dirt poor (told the truth of their living situation to their boss, be honest)<br>OR <br>They could have forgotten the dream house and just saved up for a nicer smaller house with their combined wages and forget the dream house. Then over time save up for an even bigger place.<br><br>And yes, the rich were in the wrong too.<br>They could have realized they were making their employees lives a living hell, and changed as well. <br><br>Greed and narcissism.",Special Twice,2020-02-08T13:33:59Z,0
